campaign,case_id,outer_mm,inner_mm,rear_mm,resistance,speed,angle,refpen,fuse_mode,fuse_delay,samples,blast,seed,outcome,final_speed,duration,events,fragments,frag_escapes,boiler,engine,pump,det_ok
C1_armour_speed_angle,O180_S600_A20,180,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,404.55,0.0253,4,192,55,1.000,0.045,0.125,1
C1_armour_speed_angle,O180_S600_A30,180,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,383.35,0.0253,4,192,74,1.000,0.036,0.108,1
C1_armour_speed_angle,O180_S800_A0,180,25,40,1,800,0,400,1,0.012,192,1,1913,detonated,647.69,0.0220,7,192,0,0.422,1.000,0.038,1
C1_armour_speed_angle,O180_S800_A10,180,25,40,1,800,10,400,1,0.012,192,1,1913,detonated,645.06,0.0220,6,192,78,0.418,1.000,0.034,1
C1_armour_speed_angle,O180_S800_A20,180,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,636.67,0.0220,5,192,96,0.058,1.000,0.030,1
C1_armour_speed_angle,O180_S800_A30,180,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,653.42,0.0220,4,192,112,0.456,0.046,0.139,1
C1_armour_speed_angle,O229_S200_A0,229,25,40,1,200,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S200_A10,229,25,40,1,200,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S200_A20,229,25,40,1,200,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S200_A30,229,25,40,1,200,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S400_A0,229,25,40,1,400,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S400_A10,229,25,40,1,400,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S400_A20,229,25,40,1,400,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S400_A30,229,25,40,1,400,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.001,0.003,1
C1_armour_speed_angle,O229_S600_A0,229,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.047,0.155,1
C1_armour_speed_angle,O229_S600_A10,229,25,40,1,600,10,400,1,0.012,192,1,1913,detonated,357.59,0.0253,5,192,0,1.000,0.045,0.142,1
C1_armour_speed_angle,O229_S600_A20,229,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,341.66,0.0253,4,192,62,1.000,0.039,0.189,1
C1_armour_speed_angle,O229_S600_A30,229,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,309.90,0.0253,4,192,65,1.000,0.032,0.174,1
C1_armour_speed_angle,O229_S800_A0,229,25,40,1,800,0,400,1,0.012,192,1,1913,detonated,612.70,0.0220,6,192,42,0.432,1.000,0.040,1
C1_armour_speed_angle,O229_S800_A10,229,25,40,1,800,10,400,1,0.012,192,1,1913,detonated,609.36,0.0220,6,192,77,0.427,1.000,0.036,1
C1_armour_speed_angle,O229_S800_A20,229,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,598.68,0.0220,5,192,82,0.066,1.000,0.032,1
C1_armour_speed_angle,O229_S800_A30,229,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,613.22,0.0220,4,192,105,0.474,0.046,0.144,1
C1_armour_speed_angle,O300_S200_A0,300,25,40,1,200,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S200_A10,300,25,40,1,200,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S200_A20,300,25,40,1,200,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S200_A30,300,25,40,1,200,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S400_A0,300,25,40,1,400,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S400_A10,300,25,40,1,400,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S400_A20,300,25,40,1,400,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S400_A30,300,25,40,1,400,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.003,0.000,0.002,1
C1_armour_speed_angle,O300_S600_A0,300,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,259.81,0.0253,4,192,56,1.000,0.035,0.269,1
C1_armour_speed_angle,O300_S600_A10,300,25,40,1,600,10,400,1,0.012,192,1,1913,detonated,250.97,0.0253,4,192,60,1.000,0.033,0.322,1
C1_armour_speed_angle,O300_S600_A20,300,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,220.74,0.0253,4,192,61,1.000,0.029,0.122,1
C1_armour_speed_angle,O300_S600_A30,300,25,40,1,600,30,400,1,0.012,192,1,1913,detonated,219.62,0.0253,3,192,57,0.137,0.011,0.048,1
C1_armour_speed_angle,O300_S800_A0,300,25,40,1,800,0,400,1,0.012,192,1,1913,detonated,558.12,0.0220,6,192,67,0.449,1.000,0.044,1
C1_armour_speed_angle,O300_S800_A10,300,25,40,1,800,10,400,1,0.012,192,1,1913,detonated,553.56,0.0220,6,192,80,0.443,1.000,0.040,1
C1_armour_speed_angle,O300_S800_A20,300,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,573.35,0.0220,4,192,77,1.000,0.065,0.229,1
C1_armour_speed_angle,O300_S800_A30,300,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,549.77,0.0220,4,192,99,0.755,0.044,0.153,1
C1_armour_speed_angle,O600_S200_A0,600,25,40,1,200,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S200_A10,600,25,40,1,200,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S200_A20,600,25,40,1,200,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S200_A30,600,25,40,1,200,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S400_A0,600,25,40,1,400,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S400_A10,600,25,40,1,400,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S400_A20,600,25,40,1,400,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S400_A30,600,25,40,1,400,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S600_A0,600,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S600_A10,600,25,40,1,600,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S600_A20,600,25,40,1,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S600_A30,600,25,40,1,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.002,0.000,0.001,1
C1_armour_speed_angle,O600_S800_A0,600,25,40,1,800,0,400,1,0.012,192,1,1913,detonated,278.39,0.0220,4,192,53,1.000,0.036,0.209,1
C1_armour_speed_angle,O600_S800_A10,600,25,40,1,800,10,400,1,0.012,192,1,1913,detonated,262.34,0.0220,4,192,57,1.000,0.034,0.323,1
C1_armour_speed_angle,O600_S800_A20,600,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,255.62,0.0220,3,192,55,0.178,0.013,0.053,1
C1_armour_speed_angle,O600_S800_A30,600,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,128.30,0.0220,3,192,58,0.118,0.009,0.043,1
C2_multilayer,O0_I0_R0,0,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,600.00,0.0253,6,192,130,1.000,1.000,0.444,1
C2_multilayer,O0_I0_R40,0,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,569.21,0.0253,6,192,67,0.448,1.000,0.044,1
C2_multilayer,O0_I0_R102,0,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,6,192,67,0.398,1.000,0.022,1
C2_multilayer,O0_I25_R0,0,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,580.95,0.0253,6,192,121,1.000,1.000,0.446,1
C2_multilayer,O0_I25_R40,0,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,549.09,0.0253,6,192,69,0.452,1.000,0.045,1
C2_multilayer,O0_I25_R102,0,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,495.68,0.0253,6,192,69,0.400,1.000,0.022,1
C2_multilayer,O0_I102_R0,0,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,123,1.000,1.000,0.329,1
C2_multilayer,O0_I102_R40,0,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,57,1.000,0.092,0.329,1
C2_multilayer,O0_I102_R102,0,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,57,1.000,0.045,0.329,1
C2_multilayer,O100_I0_R0,100,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,113,1.000,1.000,0.460,1
C2_multilayer,O100_I0_R40,100,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,50,1.000,0.081,0.460,1
C2_multilayer,O100_I0_R102,100,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,50,1.000,0.040,0.460,1
C2_multilayer,O100_I25_R0,100,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,106,1.000,1.000,0.336,1
C2_multilayer,O100_I25_R40,100,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,44,1.000,0.077,0.336,1
C2_multilayer,O100_I25_R102,100,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,44,1.000,0.038,0.336,1
C2_multilayer,O100_I102_R0,100,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.199,0.153,1
C2_multilayer,O100_I102_R40,100,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.066,0.153,1
C2_multilayer,O100_I102_R102,100,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.033,0.153,1
C2_multilayer,O229_I0_R0,229,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.148,0.155,1
C2_multilayer,O229_I0_R40,229,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.049,0.155,1
C2_multilayer,O229_I0_R102,229,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.024,0.155,1
C2_multilayer,O229_I25_R0,229,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.142,0.155,1
C2_multilayer,O229_I25_R40,229,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.047,0.155,1
C2_multilayer,O229_I25_R102,229,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.023,0.155,1
C2_multilayer,O229_I102_R0,229,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,35,1.000,0.122,0.276,1
C2_multilayer,O229_I102_R40,229,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,35,1.000,0.041,0.276,1
C2_multilayer,O229_I102_R102,229,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,35,1.000,0.020,0.276,1
C3_fuse,M0_D0_O0,0,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C3_fuse,M0_D0_O180,180,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,0,0.005,0.001,0.004,1
C3_fuse,M0_D0_O400,400,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,0,0.003,0.000,0.002,1
C3_fuse,M0_D0.005_O0,0,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C3_fuse,M0_D0.005_O180,180,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,0,0.005,0.001,0.004,1
C3_fuse,M0_D0.005_O400,400,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,0,0.003,0.000,0.002,1
C3_fuse,M0_D0.012_O0,0,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C3_fuse,M0_D0.012_O180,180,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,0,0.005,0.001,0.004,1
C3_fuse,M0_D0.012_O400,400,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,0,0.003,0.000,0.002,1
C3_fuse,M0_D0.03_O0,0,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C3_fuse,M0_D0.03_O180,180,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,0,0.005,0.001,0.004,1
C3_fuse,M0_D0.03_O400,400,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,0,0.003,0.000,0.002,1
C3_fuse,M1_D0_O0,0,25,40,1,600,0,400,1,0,192,1,1913,detonated,600.00,0.0133,3,192,154,0.068,0.007,0.035,1
C3_fuse,M1_D0_O180,180,25,40,1,600,0,400,1,0,192,1,1913,detonated,444.97,0.0133,3,192,0,0.005,0.001,0.004,1
C3_fuse,M1_D0_O400,400,25,40,1,600,0,400,1,0,192,1,1913,stopped+det,0.00,0.0133,3,192,0,0.003,0.000,0.002,1
C3_fuse,M1_D0.005_O0,0,25,40,1,600,0,400,1,0.005,192,1,1913,detonated,600.00,0.0183,3,192,23,0.212,0.013,0.060,1
C3_fuse,M1_D0.005_O180,180,25,40,1,600,0,400,1,0.005,192,1,1913,detonated,444.97,0.0183,3,192,57,0.181,0.011,0.053,1
C3_fuse,M1_D0.005_O400,400,25,40,1,600,0,400,1,0.005,192,1,1913,stopped+det,0.00,0.0183,3,192,0,0.003,0.000,0.002,1
C3_fuse,M1_D0.012_O0,0,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,549.09,0.0253,6,192,69,0.452,1.000,0.045,1
C3_fuse,M1_D0.012_O180,180,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,418.93,0.0253,5,192,0,1.000,0.058,0.156,1
C3_fuse,M1_D0.012_O400,400,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C3_fuse,M1_D0.03_O0,0,25,40,1,600,0,400,1,0.03,192,1,1913,exited,549.09,0.0361,7,0,0,0.350,0.350,0.000,1
C3_fuse,M1_D0.03_O180,180,25,40,1,600,0,400,1,0.03,192,1,1913,detonated,373.50,0.0433,7,192,157,0.373,1.000,0.018,1
C3_fuse,M1_D0.03_O400,400,25,40,1,600,0,400,1,0.03,192,1,1913,stopped+det,0.00,0.0433,3,192,0,0.003,0.000,0.002,1
C3_fuse,M2_D0_O0,0,25,40,1,600,0,400,2,0,192,1,1913,exited,549.09,0.0361,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0_O180,180,25,40,1,600,0,400,2,0,192,1,1913,exited,373.50,0.0457,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0_O400,400,25,40,1,600,0,400,2,0,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.005_O0,0,25,40,1,600,0,400,2,0.005,192,1,1913,exited,549.09,0.0361,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.005_O180,180,25,40,1,600,0,400,2,0.005,192,1,1913,exited,373.50,0.0457,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.005_O400,400,25,40,1,600,0,400,2,0.005,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.012_O0,0,25,40,1,600,0,400,2,0.012,192,1,1913,exited,549.09,0.0361,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.012_O180,180,25,40,1,600,0,400,2,0.012,192,1,1913,exited,373.50,0.0457,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.012_O400,400,25,40,1,600,0,400,2,0.012,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.03_O0,0,25,40,1,600,0,400,2,0.03,192,1,1913,exited,549.09,0.0361,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.03_O180,180,25,40,1,600,0,400,2,0.03,192,1,1913,exited,373.50,0.0457,7,0,0,0.200,0.200,0.000,1
C3_fuse,M2_D0.03_O400,400,25,40,1,600,0,400,2,0.03,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C4_resistance_angle,R0.5_A0_O100,100,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,551.14,0.0253,5,192,64,1.000,0.412,0.328,1
C4_resistance_angle,R0.5_A0_O229,229,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,495.68,0.0253,5,192,51,1.000,0.332,0.337,1
C4_resistance_angle,R0.5_A0_O400,400,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,410.79,0.0253,5,192,0,1.000,0.082,0.156,1
C4_resistance_angle,R0.5_A20_O100,100,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,547.85,0.0253,4,192,109,1.000,0.143,0.171,1
C4_resistance_angle,R0.5_A20_O229,229,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,488.23,0.0253,4,192,94,1.000,0.150,0.117,1
C4_resistance_angle,R0.5_A20_O400,400,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,395.57,0.0253,4,192,85,1.000,0.064,0.125,1
C4_resistance_angle,R0.5_A30_O100,100,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,543.18,0.0253,4,192,119,0.824,0.088,0.155,1
C4_resistance_angle,R0.5_A30_O229,229,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,477.51,0.0253,4,192,109,1.000,0.083,0.225,1
C4_resistance_angle,R0.5_A30_O400,400,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,373.05,0.0253,4,192,104,1.000,0.070,0.172,1
C4_resistance_angle,R1_A0_O100,100,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,44,1.000,0.077,0.336,1
C4_resistance_angle,R1_A0_O229,229,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.047,0.155,1
C4_resistance_angle,R1_A0_O400,400,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.003,0.000,0.002,1
C4_resistance_angle,R1_A20_O100,100,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,490.18,0.0253,4,192,70,1.000,0.055,0.116,1
