campaign,case_id,outer_mm,inner_mm,rear_mm,resistance,speed,angle,refpen,fuse_mode,fuse_delay,samples,blast,seed,outcome,final_speed,duration,events,fragments,frag_escapes,boiler,engine,pump,det_ok
C1_armour_speed_angle,O300_S800_A20,300,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,573.35,0.0220,4,192,63,1.000,0.145,0.273,1
C1_armour_speed_angle,O300_S800_A30,300,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,549.77,0.0220,4,192,98,0.886,0.099,0.243,1
C1_armour_speed_angle,O600_S200_A0,600,25,40,1,200,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S200_A10,600,25,40,1,200,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S200_A20,600,25,40,1,200,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S200_A30,600,25,40,1,200,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0520,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S400_A0,600,25,40,1,400,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S400_A10,600,25,40,1,400,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S400_A20,600,25,40,1,400,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S400_A30,600,25,40,1,400,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0320,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S600_A0,600,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S600_A10,600,25,40,1,600,10,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S600_A20,600,25,40,1,600,20,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S600_A30,600,25,40,1,600,30,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.004,0.000,0.003,1
C1_armour_speed_angle,O600_S800_A0,600,25,40,1,800,0,400,1,0.012,192,1,1913,detonated,278.39,0.0220,4,192,50,1.000,0.081,0.367,1
C1_armour_speed_angle,O600_S800_A10,600,25,40,1,800,10,400,1,0.012,192,1,1913,detonated,262.34,0.0220,4,192,53,1.000,0.076,0.343,1
C1_armour_speed_angle,O600_S800_A20,600,25,40,1,800,20,400,1,0.012,192,1,1913,detonated,255.62,0.0220,3,192,46,0.327,0.028,0.119,1
C1_armour_speed_angle,O600_S800_A30,600,25,40,1,800,30,400,1,0.012,192,1,1913,detonated,128.30,0.0220,3,192,53,0.216,0.020,0.096,1
C2_multilayer,O0_I0_R0,0,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,600.00,0.0253,6,192,125,1.000,1.000,0.333,1
C2_multilayer,O0_I0_R40,0,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,569.21,0.0253,6,192,62,0.667,1.000,0.097,1
C2_multilayer,O0_I0_R102,0,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,6,192,63,0.558,1.000,0.048,1
C2_multilayer,O0_I25_R0,0,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,580.95,0.0253,6,192,113,1.000,1.000,0.339,1
C2_multilayer,O0_I25_R40,0,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,549.09,0.0253,6,192,63,0.676,1.000,0.099,1
C2_multilayer,O0_I25_R102,0,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,495.68,0.0253,6,192,63,0.562,1.000,0.049,1
C2_multilayer,O0_I102_R0,0,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,116,1.000,1.000,0.356,1
C2_multilayer,O0_I102_R40,0,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,49,1.000,0.205,0.356,1
C2_multilayer,O0_I102_R102,0,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,517.88,0.0253,5,192,49,1.000,0.101,0.356,1
C2_multilayer,O100_I0_R0,100,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,109,1.000,1.000,0.369,1
C2_multilayer,O100_I0_R40,100,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,45,1.000,0.180,0.369,1
C2_multilayer,O100_I0_R102,100,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,519.62,0.0253,5,192,45,1.000,0.089,0.369,1
C2_multilayer,O100_I25_R0,100,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,103,1.000,1.000,0.372,1
C2_multilayer,O100_I25_R40,100,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,39,1.000,0.172,0.372,1
C2_multilayer,O100_I25_R102,100,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,39,1.000,0.085,0.372,1
C2_multilayer,O100_I102_R0,100,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.442,0.341,1
C2_multilayer,O100_I102_R40,100,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.147,0.341,1
C2_multilayer,O100_I102_R102,100,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,422.14,0.0253,5,192,0,1.000,0.072,0.341,1
C2_multilayer,O229_I0_R0,229,0,0,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.328,0.345,1
C2_multilayer,O229_I0_R40,229,0,40,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.109,0.345,1
C2_multilayer,O229_I0_R102,229,0,102,1,600,0,400,1,0.012,192,1,1913,detonated,392.30,0.0253,5,192,0,1.000,0.054,0.345,1
C2_multilayer,O229_I25_R0,229,25,0,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.315,0.344,1
C2_multilayer,O229_I25_R40,229,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.105,0.344,1
C2_multilayer,O229_I25_R102,229,25,102,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.052,0.344,1
C2_multilayer,O229_I102_R0,229,102,0,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,34,1.000,0.271,0.377,1
C2_multilayer,O229_I102_R40,229,102,40,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,34,1.000,0.090,0.377,1
C2_multilayer,O229_I102_R102,229,102,102,1,600,0,400,1,0.012,192,1,1913,detonated,249.20,0.0253,4,192,34,1.000,0.044,0.377,1
C3_fuse,M0_D0_O0,0,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C3_fuse,M0_D0_O180,180,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,0,0.012,0.001,0.008,1
C3_fuse,M0_D0_O400,400,25,40,1,600,0,400,0,0,192,1,1913,detonated,600.00,0.0133,3,192,0,0.006,0.001,0.004,1
C3_fuse,M0_D0.005_O0,0,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C3_fuse,M0_D0.005_O180,180,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,0,0.012,0.001,0.008,1
C3_fuse,M0_D0.005_O400,400,25,40,1,600,0,400,0,0.005,192,1,1913,detonated,600.00,0.0133,3,192,0,0.006,0.001,0.004,1
C3_fuse,M0_D0.012_O0,0,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C3_fuse,M0_D0.012_O180,180,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,0,0.012,0.001,0.008,1
C3_fuse,M0_D0.012_O400,400,25,40,1,600,0,400,0,0.012,192,1,1913,detonated,600.00,0.0133,3,192,0,0.006,0.001,0.004,1
C3_fuse,M0_D0.03_O0,0,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C3_fuse,M0_D0.03_O180,180,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,0,0.012,0.001,0.008,1
C3_fuse,M0_D0.03_O400,400,25,40,1,600,0,400,0,0.03,192,1,1913,detonated,600.00,0.0133,3,192,0,0.006,0.001,0.004,1
C3_fuse,M1_D0_O0,0,25,40,1,600,0,400,1,0,192,1,1913,detonated,600.00,0.0133,3,192,145,0.142,0.015,0.079,1
C3_fuse,M1_D0_O180,180,25,40,1,600,0,400,1,0,192,1,1913,detonated,444.97,0.0133,3,192,0,0.012,0.001,0.008,1
C3_fuse,M1_D0_O400,400,25,40,1,600,0,400,1,0,192,1,1913,stopped+det,0.00,0.0133,3,192,0,0.006,0.001,0.004,1
C3_fuse,M1_D0.005_O0,0,25,40,1,600,0,400,1,0.005,192,1,1913,detonated,600.00,0.0183,3,192,20,0.367,0.030,0.133,1
C3_fuse,M1_D0.005_O180,180,25,40,1,600,0,400,1,0.005,192,1,1913,detonated,444.97,0.0183,3,192,53,0.299,0.024,0.119,1
C3_fuse,M1_D0.005_O400,400,25,40,1,600,0,400,1,0.005,192,1,1913,stopped+det,0.00,0.0183,3,192,0,0.006,0.001,0.004,1
C3_fuse,M1_D0.012_O0,0,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,549.09,0.0253,6,192,63,0.676,1.000,0.099,1
C3_fuse,M1_D0.012_O180,180,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,418.93,0.0253,5,192,0,1.000,0.128,0.346,1
C3_fuse,M1_D0.012_O400,400,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.006,0.001,0.004,1
C3_fuse,M1_D0.03_O0,0,25,40,1,600,0,400,1,0.03,192,1,1913,exited,549.09,0.0361,7,0,0,0.450,0.450,0.000,1
C3_fuse,M1_D0.03_O180,180,25,40,1,600,0,400,1,0.03,192,1,1913,detonated,373.50,0.0433,7,192,158,0.500,1.000,0.039,1
C3_fuse,M1_D0.03_O400,400,25,40,1,600,0,400,1,0.03,192,1,1913,stopped+det,0.00,0.0433,3,192,0,0.006,0.001,0.004,1
C3_fuse,M2_D0_O0,0,25,40,1,600,0,400,2,0,192,1,1913,exited,549.09,0.0361,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0_O180,180,25,40,1,600,0,400,2,0,192,1,1913,exited,373.50,0.0457,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0_O400,400,25,40,1,600,0,400,2,0,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.005_O0,0,25,40,1,600,0,400,2,0.005,192,1,1913,exited,549.09,0.0361,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.005_O180,180,25,40,1,600,0,400,2,0.005,192,1,1913,exited,373.50,0.0457,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.005_O400,400,25,40,1,600,0,400,2,0.005,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.012_O0,0,25,40,1,600,0,400,2,0.012,192,1,1913,exited,549.09,0.0361,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.012_O180,180,25,40,1,600,0,400,2,0.012,192,1,1913,exited,373.50,0.0457,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.012_O400,400,25,40,1,600,0,400,2,0.012,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C3_fuse,M2_D0.03_O0,0,25,40,1,600,0,400,2,0.03,192,1,1913,exited,549.09,0.0361,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.03_O180,180,25,40,1,600,0,400,2,0.03,192,1,1913,exited,373.50,0.0457,7,0,0,0.450,0.450,0.000,1
C3_fuse,M2_D0.03_O400,400,25,40,1,600,0,400,2,0.03,192,1,1913,stopped,0.00,0.0133,2,0,0,0.000,0.000,0.000,1
C4_resistance_angle,R0.5_A0_O100,100,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,551.14,0.0253,5,192,61,1.000,0.536,0.354,1
C4_resistance_angle,R0.5_A0_O229,229,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,495.68,0.0253,5,192,52,1.000,0.428,0.375,1
C4_resistance_angle,R0.5_A0_O400,400,25,40,0.5,600,0,400,1,0.012,192,1,1913,detonated,410.79,0.0253,5,192,0,1.000,0.181,0.346,1
C4_resistance_angle,R0.5_A20_O100,100,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,547.85,0.0253,4,192,103,1.000,0.252,0.325,1
C4_resistance_angle,R0.5_A20_O229,229,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,488.23,0.0253,4,192,92,1.000,0.239,0.261,1
C4_resistance_angle,R0.5_A20_O400,400,25,40,0.5,600,20,400,1,0.012,192,1,1913,detonated,395.57,0.0253,4,192,79,1.000,0.143,0.279,1
C4_resistance_angle,R0.5_A30_O100,100,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,543.18,0.0253,4,192,123,0.859,0.166,0.246,1
C4_resistance_angle,R0.5_A30_O229,229,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,477.51,0.0253,4,192,111,1.000,0.166,0.307,1
C4_resistance_angle,R0.5_A30_O400,400,25,40,0.5,600,30,400,1,0.012,192,1,1913,detonated,373.05,0.0253,4,192,106,1.000,0.138,0.285,1
C4_resistance_angle,R1_A0_O100,100,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,497.49,0.0253,5,192,39,1.000,0.172,0.372,1
C4_resistance_angle,R1_A0_O229,229,25,40,1,600,0,400,1,0.012,192,1,1913,detonated,362.49,0.0253,5,192,0,1.000,0.105,0.344,1
C4_resistance_angle,R1_A0_O400,400,25,40,1,600,0,400,1,0.012,192,1,1913,stopped+det,0.00,0.0253,3,192,0,0.006,0.001,0.004,1
C4_resistance_angle,R1_A20_O100,100,25,40,1,600,20,400,1,0.012,192,1,1913,detonated,490.18,0.0253,4,192,63,1.000,0.123,0.258,1
